,timestamp,ele_0,ele_1,ele_2,ele_3,ele_4,ele_5,ele_6,ele_7,ele_8,ele_9,ele_10,ele_11,ele_12,ele_13,ele_14,ele_15,ele_16,ele_17,ele_18,ele_19,ele_20,ele_21,ele_22,ele_23,ele_24,ele_25,ele_26,ele_27,ele_28,ele_29,ele_30,ele_31,ele_32,ele_33,ele_34,ele_35,ele_36,ele_37
0,1741715658.321278,353.0,399.0,352.0,790.0,373.0,367.0,529.0,443.0,439.0,447.0,466.0,448.0,353.0,352.0,373.0,528.0,438.0,465.0,-0.0908203125,0.03173828125,1.00732421875,52139.0,-0.6707317233085632,1.9512195587158203,0.7317073345184326,52139.0,-32.51777648925781,-7.174713134765625,-22.677841186523438,52139.0,-0.027084968984127045,0.018535614013671875,-0.8220813870429993,0.5684219002723694,52139.0,0.0,0.0,89.0
1,1741715658.3348298,353.0,399.0,352.0,790.0,373.0,367.0,529.0,443.0,439.0,447.0,466.0,448.0,354.0,352.0,374.0,529.0,440.0,467.0,-0.09521484375,0.033203125,1.01123046875,52147.0,-0.9756097793579102,1.8902440071105957,0.3658536672592163,52147.0,-32.51777648925781,-7.174713134765625,-22.677841186523438,52139.0,-0.026930619031190872,0.018654249608516693,-0.8217220306396484,0.5689446330070496,52147.0,0.0,0.0,89.0
2,1741715658.344398,353.0,399.0,352.0,790.0,373.0,367.0,529.0,443.0,439.0,447.0,466.0,448.0,354.0,352.0,374.0,529.0,440.0,467.0,-0.0908203125,0.0361328125,1.015625,52156.0,-1.097561001777649,2.378048896789551,0.6097561120986938,52156.0,-32.51777648925781,-6.1247100830078125,-22.077835083007812,52156.0,-0.026755813509225845,0.018813051283359528,-0.8213465809822083,0.5694894194602966,52156.0,0.0,0.0,89.0
3,1741715658.350382,446.0,404.0,404.0,380.0,418.0,367.0,431.0,413.0,389.0,385.0,430.0,446.0,446.0,404.0,418.0,431.0,389.0,430.0,0.12841796875,0.04248046875,0.9951171875,59699.0,-1.4024391174316406,1.2804877758026123,0.0,59699.0,35.44520568847656,-1.43927001953125,-36.50616455078125,59699.0,0.2798471450805664,-0.17200921475887299,0.6336486339569092,0.7004197239875793,59699.0,0.0,1.0,89.0
4,1741715658.3523777,446.0,404.0,404.0,380.0,418.0,367.0,431.0,413.0,389.0,385.0,430.0,446.0,446.0,404.0,418.0,431.0,389.0,430.0,0.1318359375,0.03515625,0.99755859375,59707.0,-1.2195122241973877,1.4634146690368652,0.060975611209869385,59707.0,35.44520568847656,-1.43927001953125,-36.50616455078125,59699.0,0.27981632947921753,-0.17194096744060516,0.6336928009986877,0.7004088163375854,59707.0,0.0,1.0,89.0
5,1741715658.3591766,353.0,399.0,352.0,790.0,373.0,367.0,529.0,443.0,439.0,447.0,466.0,448.0,354.0,352.0,374.0,529.0,440.0,467.0,-0.09423828125,0.0302734375,1.0224609375,52165.0,-1.158536672592163,3.2317073345184326,0.18292683362960815,52165.0,-32.96778869628906,-5.9747161865234375,-24.177841186523438,52165.0,-0.026510847732424736,0.01902623102068901,-0.8209826946258545,0.5700181126594543,52165.0,0.0,0.0,89.0
6,1741715658.3624659,353.0,399.0,352.0,790.0,373.0,367.0,529.0,443.0,439.0,447.0,466.0,448.0,354.0,352.0,374.0,529.0,440.0,467.0,-0.0986328125,0.02880859375,1.0205078125,52174.0,-1.158536672592163,4.146341323852539,0.5487805008888245,52174.0,-32.96778869628906,-5.9747161865234375,-24.177841186523438,52165.0,-0.026227138936519623,0.019263286143541336,-0.8205628395080566,0.5706273913383484,52174.0,0.0,0.0,89.0
7,1741715658.3656583,354.0,400.0,352.0,791.0,374.0,367.0,530.0,443.0,441.0,450.0,468.0,450.0,354.0,352.0,374.0,529.0,440.0,467.0,-0.09033203125,0.03564453125,1.0263671875,52181.0,-0.4268292784690857,5.487804889678955,0.18292683362960815,52181.0,-34.01777648925781,-5.8247222900390625,-22.377838134765625,52181.0,-0.02605493739247322,0.019378477707505226,-0.8203614354133606,0.5709207653999329,52181.0,0.0,0.0,89.0
8,1741715658.3814733,354.0,400.0,352.0,791.0,374.0,367.0,530.0,443.0,441.0,450.0,468.0,450.0,357.0,353.0,374.0,532.0,444.0,471.0,-0.11376953125,0.01025390625,1.10302734375,52237.0,-1.2804877758026123,31.768293380737305,-4.207317352294922,52237.0,-32.067779541015625,-4.6247100830078125,-25.077835083007812,52237.0,-0.020090021193027496,0.02316456288099289,-0.818697452545166,0.5734033584594727,52237.0,0.0,0.0,89.0
9,1741715658.3846579,446.0,403.0,404.0,379.0,417.0,367.0,431.0,414.0,389.0,385.0,430.0,446.0,446.0,404.0,418.0,431.0,389.0,430.0,0.12548828125,0.03857421875,1.0029296875,59718.0,-1.4024391174316406,1.3414634466171265,-0.12195122241973877,59718.0,35.89520263671875,0.3607330322265625,-38.156158447265625,59718.0,0.2797144651412964,-0.17174673080444336,0.6337795257568359,0.7004187107086182,59718.0,0.0,1.0,89.0
